trigram phrase,frequency
down the famous,4
of energy in,4
up and i'm,4
if for some,4
we're getting our,4
well we did,4
are still pouring,4
over here but,4
well that is,4
that's terrible how,4
it is we,4
should how would,4
is that all,4
because harris 22,4
shouldn't be in,4
like very much,4
all gonna be,4
to be based,4
they renewed the,4
i saw this,4
gonna happen we're,4
ago fifteen years,4
that they won't,4
killers that are,4
hillary has sixty,4
years ago he,4
but it would,4
understand how you,4
by the ship,4
there is you,4
this place is,4
you know yesterday,4
that way to,4
strong second amendment,4
trump the art,4
where they're coming,4
can talk and,4
they said would,4
sent it back,4
if you're afraid,4
tonight we have,4
of money allowed,4
happened is the,4
because what she,4
better so much,4
the real estate,4
of the building,4
ever had and,4
interesting because i,4
the trade deficit,4
believe why do,4
people i think,4
have the guns,4
on the militaristic,4
who can do,4
like it but,4
are coming from,4
go we said,4
to a friend,4
it it was,4
financial jobs at,4
hispanics are working,4
the republican presidential,4
severe penalties right,4
you won't be,4
win again and,4
have problems folks,4
reason i tell,4
have never been,4
shut off the,4
incredible crowd in,4
to like a,4
states and make,4
money they have,4
so spot on,4
be much more,4
place but i,4
tortured and killed,4
say that it,4
off the camera,4
cuz i know,4
so strong nobody,4
time limit so,4
enjoy your depression,4
country and we're,4
looking over the,4
on you know,4
a whole big,4
let that happen,4
remember what we,4
and take care,4
bob was gonna,4
that our people,4
clean water we,4
of these commentators,4
now recently i,4
anybody in the,4
going to solve,4
more by doing,4
you write down,4
gonna be much,4
any one of,4
oversee the negotiations,4
but we send,4
and what he's,4
i went and,4
why would they,4
and do something,4
me they say,4
ok you want,4
allowed to do,4
i go into,4
people one of,4
better but they,4
make nuclear weapons,4
filed ahead of,4
don't use all,4
much but they,4
they are where,4
of interesting is,4
like this since,4
greatest assets in,4
these politicians come,4
bad language i,4
the people out,4
everyone we've lost,4
are within obama,4
the way very,4
give that money,4
these debates and,4
everybody wanted it,4
you say the,4
reason that we're,4
tell you i've,4
happen anymore we're,4
business ability whatsoever,4
that will happen,4
nothing here when,4
after about four,4
and they'll be,4
takes so long,4
was terrible but,4
this is my,4
has to take,4
incredible people they,4
but politicians are,4
now going to,4
a hundred million,4
it that you,4
our leaders are,4
will build it,4
negotiator goes into,4
i'll be the,4
other things the,4
everyone went crazy,4
down because much,4
saying how stupid,4
gonna be dying,4
thing that just,4
he can't get,4
for me and,4
like merkel of,4
and it takes,4
need a leader,4
says why don't,4
i feel like,4
leaving that going,4
months ago they,4
no but you,4
the tickets to,4
to get reelected,4
get around to,4
said he gave,4
in the rebels,4
went it never,4
i don't love,4
might rather be,4
and they'll take,4
of such a,4
real writer a,4
second amendment we,4
on this stage,4
really in a,4
in but they,4
of hard times,4
i want everybody,4
if i do,4
that there's no,4
today in our,4
really dishonest people,4
fun just a,4
a minute i'm,4
saying because this,4
gonna be strong,4
go into it,4
best we spend,4
me three dollars,4
we've lost control,4
that's this group,4
there's a movement,4
four page letter,4
one candidate i,4
off heads so,4
told you special,4
we're winning by,4
nothing compared to,4
it's not so,4
anyway so we,4
they sent a,4
one group of,4
of you but,4
they are the,4
that obama wants,4
yeah that's my,4
we're buying things,4
outside trying to,4
senator and i'm,4
doing but i,4
the immigration issue,4
rich as hell,4
yet people that,4
common core common,4
pacs are controlling,4
that to fort,4
i'm saying it,4
a huge fan,4
to save money,4
receptivity is that,4
their money from,4
cut the price,4
good time is,4
far down the,4
years and what,4
why did you,4
do and they,4
supposed to dislike,4
the debate with,4
language i would,4
do it if,4
now we're sending,4
in this building,4
be less expensive,4
went like this,4
a great leaders,4
love tom brady,4
least four like,4
you know see,4
fighting in afghanistan,4
very nice that,4
gave them a,4
who's one of,4
wanted all these,4
room for four,4
in mexico charge,4
cherish woman i,4
and in terms,4
people that got,4
what has happened,4
will stop it,4
just like i,4
nice guy but,4
so i and,4
they're not coming,4
very dear friend,4
doctors i'm streaming,4
being thrown out,4
man won all,4
say the jet,4
i called the,4
iraq i said,4
said it very,4
go home and,4
don't think like,4
built in the,4
wrote about himself,4
it's going in,4
they think they,4
they move people,4
problem we r,4
my wife is,4
numbers come out,4
much richer much,4
up seven hours,4
have said i,4
renewed the apprentice,4
and then on,4
and seventy million,4
out of he,4
run into an,4
bad for him,4
you go up,4
doing very badly,4
saying so they,4
don't mean for,4
long time you,4
you been reading,4
the economy i,4
and i won't,4
but big closure,4
percent 100 but,4
they are actually,4
tell you cuz,4
as a friend,4
happen we're going,4
jobs down so,4
i took that,4
a little embarrassing,4
and i wrote,4
fast and so,4
front of a,4
say it i,4
unless you're a,4
had all the,4
company and i,4
been doing this,4
just went up,4
highest marks in,4
take it on,4
this country almost,4
can't continue to,4
work and you,4
in and by,4
they're looking at,4
he was governor,4
biggest excavators you've,4
they are just,4
having fun just,4
gonna make the,4
a memo you,4
when we got,4
yes we expect,4
thousands of television's,4
longer well we're,4
great deals you,4
is crazy because,4
so good that,4
mayor of fort,4
she's very nice,4
lot of those,4
south korea whether,4
don't really mean,4
way i'll give,4
be careful i,4
will have believable,4
for five weeks,4
they actually called,4
they treat me,4
the country is,4
to stay away,4
but it had,4
have that don't,4
while he was,4
there are trying,4
then they went,4
very important position,4
she said well,4
folks it's a,4
need with all,4
so not only,4
always going to,4
thing they are,4
politician here we,4
they've cut it,4
case i've wasted,4
and went to,4
the remembrance project,4
jobs back we're,4
little match so,4
i should i,4
there going to,4
you wouldn't want,4
they do whatever,4
that the whole,4
that but but,4
up it was,4
that have better,4
as good our,4
him but they,4
because people don't,4
up taking our,4
great cities very,4
be taken advantage,4
build it would,4
to cut medicare,4
get it environment,4
states we will,4
apprentice with donald,4
a record in,4
money let's go,4
bit nobody's gonna,4
we have really,4
get service a,4
in a couple,4
mean so many,4
your smile and,4
redone you know,4
they know i'm,4
we want that,4
ability whatsoever and,4
politician but i,4
i say by,4
have an unbelievable,4
people that wanna,4
lot of jobs,4
he gave up,4
condition i don't,4
and they're dying,4
was with a,4
think i can,4
wanted a job,4
be tougher than,4
day probably be,4
our country will,4
make hundreds of,4
one by a,4
there are certain,4
know it's wrong,4
at a lot,4
and lobbyists the,4
you doing to,4
i have such,4
here we're gonna,4
we want you,4
every part that,4
guys and i,4
that the political,4
and if people,4
gave me money,4
it because we,4
every record no,4
been such a,4
but what happened,4
million for the,4
are by the,4
can be pretty,4
back of the,4
happy with the,4
will be her,4
not because i,4
it folks they,4
streaming can you,4
and that's right,4
it's a whole,4
of the problems,4
wouldn't be any,4
that doesn't start,4
hard and i,4
they have two,4
they said please,4
united states gonna,4
his finest so,4
and then to,4
so politically incorrect,4
find out radical,4
african american youth,4
swear this is,4
fight and fight,4
so much steel,4
nothing we get,4
with mexico i,4
bad that's when,4
fortune gonna make,4
all their lives,4
final numbers but,4
them one point,4
don't understand how,4
they have but,4
and with everybody,4
i just became,4
of steel into,4
rally in miami,4
to end it,4
me because i've,4
is not nice,4
many countries we,4
it looks good,4
is why we,4
time and you,4
in cost per,4
had an aptitude,4
for this country,4
like to take,4
of your one,4
they'll be in,4
you let me,4
i don't mind,4
watch to make,4
quiet quiet he's,4
gonna happen with,4
we're sending our,4
they take a,4
200 some twenty,4
to give money,4
because who knows,4
will bring it,4
has a hard,4
streets all over,4
69 million dollars,4
you doing it,4
we love them,4
and our country,4
the pundits on,4
we were sending,4
i look fair,4
had a different,4
for my health,4
know i always,4
doesn't have his,4
so ladies and,4
people of iowa,4
i came to,4
he's so he's,4
i see all,4
there are so,4
drowning people in,4
week's hours leading,4
in his head,4
gonna have you,4
to run i,4
its 2 000,4
that doesn't matter,4
great great country,4
on at the,4
it's amazing went,4
what that's what,4
we can respect,4
prepared and this,4
it now but,4
as bad as,4
to build and,4
for me but,4
bring people together,4
about this you,4
understand it and,4
dying to see,4
between saudi arabia,4
president obama was,4
our military so,4
took paris and,4
these talking heads,4
making a lot,4
in the news,4
it doesn't even,4
will be used,4
amazing people and,4
i wanted i,4
was like one,4
actually put it,4
because he's a,4
they were angry,4
because they're afraid,4
really think i,4
great country and,4
as they would,4
a tremendous little,4
there wouldn't be,4
you would never,4
that goes on,4
know how many,4
see that we're,4
gun strapped onto,4
they gotta do,4
gotta be a,4
college and they,4
have some great,4
trader i believe,4
running part time,4
folks what the,4
me give you,4
go on go,4
now we had,4
a stadium like,4
making and i'm,4
have like one,4
all those people,4
are making and,4
and i putted,4
them these are,4
they work and,4
that they've covered,4
these guys these,4
anybody lot of,4
in there was,4
bit but that's,4
he did with,4
want to stay,4
are fantastic people,4
in they go,4
i didn't promise,4
believe it so,4
this room i,4
really don't have,4
me and he,4
up from outside,4
know if it's,4
problem the democrats,4
know the money,4
building a two,4
gets done and,4
vote on obamacare,4
for obama care,4
safe zones in,4
toughest in the,4
president really does,4
can't believe i,4
they giving us,4
so that was,4
it was only,4
joe from arizona,4
so wouldn't it,4
are the worst,4
strapped right onto,4
who was raped,4
insurance companies love,4
how good that,4
this but i,4
it would get,4
he doesn't know,4
to see what,4
them should not,4
disco closes a,4
location but these,4
who is better,4
way i kept,4
money from lobbyists,4
in china they,4
so much about,4
doesn't do that,4
makes the missiles,4
the hell kind,4
much going on,4
situation and i,4
us our jobs,4
border protection and,4
feels so good,4
for a friend,4
the right message,4
can't take that,4
tough you know,4
to watch one,4
our money and,4
important right is,4
and for all,4
amazing went to,4
them i had,4
to knock the,4
about that mexico,4
and they really,4
says we've just,4
we put in,4
to keep your,4
they have an,4
you just say,4
calling for a,4
right at the,4
and again we're,4
carolina every time,4
fast trash and,4
no no don't,4
of acres right,4
i could see,4
country rich in,4
came up and,4
now in our,4
ceiling and they,4
political media is,4
had a little,4
that's right you,4
